TRIP_ID,TIMESTAMP,LAT,LON
00001,2007-01-07T10:54:50+00:00,37.782551,-122.445368
00001,2007-01-07T10:54:54+00:00,37.782745,-122.444586
00001,2007-01-07T10:54:58+00:00,37.782842,-122.443688
00001,2007-01-07T10:55:02+00:00,37.782919,-122.442815
00001,2007-01-07T10:55:06+00:00,37.782992,-122.442112
00001,2007-01-07T10:55:10+00:00,37.783100,-122.441461
00001,2007-01-07T10:55:14+00:00,37.783206,-122.440829
00001,2007-01-07T10:55:18+00:00,37.783273,-122.440324
00001,2007-01-07T10:55:22+00:00,37.783316,-122.440023
